t,XA2,XB2,XC2,XD2,XE2,YA2,YB2,YC2,YD2,YE2,
115.,0.61292598769845,0.3429567102393,4.3389168059845e-002,7.2887741522726e-004,-7.4341282235095e-007,0.68712096896258,0.28835405826632,2.4320747560457e-002,2.0427729753342e-004,0.37424188583826,
116.,0.61121869500659,0.34439293429721,4.3655523345527e-002,7.3349096233491e-004,-6.4361166698052e-007,0.68558805595663,0.28972264962235,2.4483654914418e-002,2.0568462601153e-004,0.37117606679385,
117.,0.60949735546213,0.34584015918675,4.3924880372975e-002,7.38158062709e-004,-5.5308456947319e-007,0.68404095994546,0.29110342284689,2.4648546460683e-002,2.0710954181993e-004,0.36808188109607,
118.,0.60776184004057,0.34729846778049,4.4197283577763e-002,7.4287954073163e-004,-4.7093955569782e-007,0.6824795238479,0.29249650275951,2.481545410727e-002,2.0855233697515e-004,0.36495901464414,
119.,0.60601201933038,0.34876794267111,4.4472778133385e-002,7.4765623514552e-004,-3.9637002864828e-007,0.68090358924066,0.29390201493719,2.498441034714e-002,2.1001330904861e-004,0.36180715064728,
120.,0.60424776356204,0.35024866612049,4.4751409964704e-002,7.5248899934983e-004,-3.2864658940446e-007,0.67931299637164,0.29532008568838,2.5155448270295e-002,2.1149276129138e-004,0.35862596965167,
121.,0.60246894263984,0.35174072000663,4.5033225761479e-002,7.5737870169824e-004,-2.6710964066813e-007,0.6777075841751,0.29675084202485,2.5328601576011e-002,2.1299100276058e-004,0.35541514957147,
122.,0.60067542617664,0.35324418576827,4.5318272991983e-002,7.6232622579981e-004,-2.1116270091304e-007,0.67608719028898,0.29819441163147,2.5503904585219e-002,2.1450834844749e-004,0.35217436572385,
123.,0.59886708353152,0.3547591443473,4.5606599916713e-002,7.6733247082253e-004,-1.6026635563867e-007,0.67445165107433,0.29965092283369,2.5681392253034e-002,2.1604511940748e-004,0.3489032908682,
124.,0.59704378385021,0.35628567612858,4.5898255602194e-002,7.7239835180001e-004,-1.1393279139484e-007,0.67280080163688,0.30112050456274,2.5861100181446e-002,2.1760164289177e-004,0.34560159524981,
125.,0.59520539610859,0.35782386087743,4.6193289934893e-002,7.7752479994136e-004,-7.1720851750487e-008,0.67113447585095,0.30260328631843,2.604306463217e-002,2.1917825248124e-004,0.34226894664787,
